line,month,year,transport_type_id,transition_hour,number_of_passage,number_of_passenger,intensity
YENIBOSNA METRO-YESILKOY-AKVARYUM,4,2022,1,12.687361419068736,11984,11855,0.98923564753004
YENIBOSNAMETRO-TAKSIM,4,2022,1,13.986772486772487,231918,227623,0.9814805232884036
YENIDOGAN - AYRILIKCESME,4,2022,1,13.51664984863774,105809,104861,0.9910404596962451
YENIDOGAN - KAYISDAGI,4,2022,1,13.113475177304965,53921,53169,0.9860536711114408
YENIDOGAN - MECIDIYEKOY,4,2022,1,13.487201365187714,306285,302151,0.9865027670307067
YENIDOGAN PERONLAR/ ADIL MAH. - CEVIZLI,4,2022,1,13.147806004618936,14172,14094,0.9944961896697714
YENIDOGAN-ALTUNIZADE METROBUS,4,2022,1,13.042622950819672,89140,88214,0.9896118465335427
YENIDOGAN-AYRILIKCESME,4,2022,1,14.322680412371136,77447,76502,0.9877981070925923
YENIDOGAN-KOZYATAGI METRO,4,2022,1,13.342710997442456,12074,12012,0.9948649991717741
YENIDOGAN-MARMARA UNIVERSITESI BASIBUYUK KAMPUSU,4,2022,1,13.86723163841808,17576,17370,0.9882794720072826
YENIDOGAN-SAMANDIRA-KADIKOY,4,2022,1,13.287433155080214,28233,27942,0.9896929125491446
YENIDOGAN-SAMANDIRA-USKUDAR,4,2022,1,14.306957708049111,23649,23418,0.9902321451224153
YENIDOGAN-SULTANBEYLI,4,2022,1,13.158445440956651,25773,25474,0.9883987118302099
YENIDOGAN-TASDELEN-YAMANEVLER METRO,4,2022,1,13.638205499276411,22452,22273,0.9920274363085694
YENIDOGAN-TOPKAPI KALEICI,4,2022,1,13.35445205479452,169846,167699,0.9873591371006677
YENIDOGAN-USKUDAR,4,2022,1,13.686192468619248,5758,5731,0.9953108718304967
YENIDOGAN/ATASEHIR - KADIKOY,4,2022,1,14.256944444444445,4187,4133,0.9871029376641988
YENIKAPI - HACIOSMAN,4,2022,2,12.23560606060606,13018033,12623600,0.9697010293336943
YENIKAPI - HAVALIMANI,4,2022,2,12.24658573596358,10051675,9769201,0.971897818025354
YENIKAPI - SISLI,4,2022,1,14.401662049861496,210003,205492,0.9785193544854122
YENIKOY-BEYKOZ,4,2022,3,14.501024590163937,30863,30404,0.9851278229595308
YENIKOY-KARABURUN-MESCIDI SELAM,4,2022,1,13.7109375,116062,112963,0.9732987541141803
YENIMAHALLE METRO-ZEYTINBURNU,4,2022,1,13.01033591731266,34006,33784,0.9934717402811268
YENISEHIR- PENDIK METRO / PENDIK YHT,4,2022,1,14.337068160597571,113549,112167,0.9878290429682339
YENISEHIR-KARTAL METRO,4,2022,1,14.29311969839774,121940,120377,0.9871822207643103
YENISEHIR-MARMARA UNI.-KARTAL METRO/CEVIZLI PERONLAR,4,2022,1,14.111418047882136,184877,182092,0.9849359303753307
YENISEHIR-PENDIK METRO,4,2022,1,13.707865168539326,5826,5805,0.9963954685890835
YESILBAGLAR-CEVIZLI,4,2022,1,14.21751968503937,77232,75902,0.9827791588978662
YESILKENT - AVCILAR METROBUS,4,2022,1,14.152866242038217,312305,305142,0.9770640879909063
YESILKENT MAH. - CUMHURIYET MAH. METROBUS,4,2022,1,13.371134020618555,11621,11497,0.9893296618191205
YESILKENT- AVCILAR METROBUS,4,2022,1,13.93368237347295,289594,282284,0.9747577643183215
YESILKENT-BEYKENT-TAKSIM,4,2022,1,6.75,118,115,0.9745762711864406
YESILKOY - TAKSIM,4,2022,1,14.187789084181311,159487,156482,0.9811583389241756
YESILKOY – TAKSIM ,4,2022,1,11.745098039215684,3024,2996,0.9907407407407407
YESILPINAR - GOKTURK,4,2022,1,12.936651583710407,22330,22118,0.9905060456784595
YESILPINAR - SISLI,4,2022,1,14.095238095238097,63666,62934,0.9885024974083498
YESILPINAR - VEZNECILER,4,2022,1,13.739547038327526,189583,186398,0.9831999704614865
YESILPINAR - YENIKAPI,4,2022,1,13.963360142984808,97851,96352,0.9846807901809894
YESILPINAR MAH.EMINONU,4,2022,1,14.213636363636365,155924,152244,0.976398758369462
YESILPINAR-4.LEVENT-ZINCIRLIKUYU METROBUS,4,2022,1,13.881625441696112,141338,139752,0.9887786724023263
YESILPINAR-BAKIRKOY,4,2022,1,14.118659420289855,157261,155122,0.9863984077425426
YESILPINAR-EMINONU,4,2022,1,13.948571428571428,30158,29725,0.9856422839710857
YESILPINAR-OTOGAR,4,2022,1,14.273073263558516,64972,64067,0.9860709228590777
YESILTEPE-CEKMEKOY-KARTAL,4,2022,1,13.236158192090397,29287,29022,0.9909516167582887
YESILTEPE-MARMARA EGITIM KOYU,4,2022,1,13.56701030927835,13965,13871,0.9932688865019692
YUNUS EMRE - ESENTEPE - TEKSTILKENT,4,2022,1,14.033898305084746,9494,9364,0.9863071413524331
YUNUS EMRE MAHALLESI - BASAKSEHIR METROKENT,4,2022,1,13.746341463414634,181947,179343,0.9856881399528434
YUNUS EMRE MAHALLESI - BEYAZIT,4,2022,1,14.212121212121213,94321,92615,0.9819128295925615
YUNUS EMRE MAHALLESI - EMINONU,4,2022,1,13.896583564173593,122577,119401,0.9740897558269496
YUNUS EMRE MAHALLESI-TOPKAPI,4,2022,1,14.257674418604651,136539,134970,0.9885087777118625
YUNUS EMRE MAHALLESI-VEZNECILER,4,2022,1,13.512820512820513,435510,427460,0.9815159238593832
YUNUS EMRE MAHALLESI-YENIKAPI,4,2022,1,14.33271375464684,99316,97902,0.9857626162954609
YUNUS EMRE MAHALLESI. - SISLI,4,2022,1,13.517094017094015,217383,214031,0.9845802109640588
YUNUS EMRE/GAZI MAH.-KAZIM KARABEKIR METRO,4,2022,1,14.742009132420092,6785,6734,0.9924834193072956
YUNUSEMRE MAH.-BARAJ YOLU-SISLI,4,2022,1,13.536995515695068,118723,117367,0.988578455733093
YUZYIL MAH. - BAKIRKOY,4,2022,1,14.422641509433962,89817,88482,0.9851364441030095
YUZYIL MH.-EMINONU,4,2022,1,14.376445846477392,37890,36939,0.9749010292953286
ZEYTINBURNU - BEYAZIT,4,2022,1,13.73138548539114,124127,121763,0.9809549896476996
ZEYTINBURNU - MECIDIYEKOY,4,2022,1,13.745644599303136,391440,384787,0.9830037809115062
ZEYTINBURNU-EMINONU,4,2022,1,13.505365853658535,85161,83593,0.9815878160190697
ZEYTINBURNU-KAZLICESME,4,2022,1,14.38623326959847,37902,37620,0.9925597593794523
ZEYTINBURNU-TAKSIM,4,2022,1,13.403538331929234,337946,328981,0.9734720931746492
ZINCIRLIDERE-SISLI,4,2022,1,11.59375,5861,5805,0.990445316498891
ZINCIRLIKUYU-SOGUTLUCESME,4,2022,1,11.03639240506329,12689,12439,0.980297895815273
ZUBEYDE HANIM MAHALLESI - HABIBLER MERKEZ MAHALLESI,4,2022,1,12.44,5338,5310,0.9947545897339828
ZUBEYDE HANIM MAHALLESI-BEYAZIT,4,2022,1,13.487944890929963,39850,39438,0.9896612296110414
ZUMRUTEVLER - HUZUREVI-MALTEPE,4,2022,1,13.663785652549697,295396,291785,0.9877757315603461
 EMINONU-OKMEYDANI,5,2022,1,13.950187969924812,88511,84174,0.9510004406231993
 KARTAL-AYDOS HILAL KONUTLARI,5,2022,1,13.991485335856195,104749,101783,0.9716846938872925
A.YESEVI MAH-UMRANIYE,5,2022,1,13.445556946182728,30366,29893,0.9844233682407957
ACARLAR SITESI / ATASEHIR - USKUDAR,5,2022,1,13.66307857911733,32227,31857,0.9885189437428243
ADA TAKSI,5,2022,1,12.98248407643312,29792,29197,0.9800281954887218
ADALAR,5,2022,3,14.145205479452056,480600,429603,0.8938888888888888
ADALAR-BOSTANCI,5,2022,3,13.066155321188878,49339,44801,0.9080240783153286
ADALAR-KABATAS,5,2022,3,12.841932841932842,287327,238278,0.8292920609619006
ADEM YAVUZ MAH-ZIVERBEY-KADIKOY,5,2022,1,13.237942122186496,728916,713262,0.9785242744019887
AGACLI KOYU-KEMERBURGAZ,5,2022,1,13.52608695652174,9495,9270,0.976303317535545
AKCABURGAZ-I.U.AVCILAR KAMPUSU,5,2022,1,14.1086186540732,34175,33273,0.9736064374542794
AKFIRAT-KARTAL,5,2022,1,13.79489516864175,242022,233274,0.9638545256216376
AKPINAR KOYU-ARNAVUTKOY PERONLAR,5,2022,1,13.62401795735129,32812,31869,0.9712605144459344
AKSEMSETTIN  - SISLI,5,2022,1,14.522964509394573,37376,36870,0.9864619006849316
AKSEMSETTIN - VEZNECILER,5,2022,1,13.639080459770115,26785,26255,0.9802128056748179
AKSEMSETTIN MAH. - EMINONU,5,2022,1,13.55057251908397,149046,142435,0.9556445661071079
AKSEMSETTIN MAHALLESI -  YENIKAPI,5,2022,1,14.283114256825076,58754,57574,0.9799162610205263
ALEMDAR-HALICIOGLU,5,2022,1,13.285483870967742,546907,532130,0.9729807810102997
ALEMDAR-ZIVERBEY-KADIKOY,5,2022,1,14.214362272240086,64804,63969,0.9871149929016727
ALIBAHADIR-ZERZEVATCI-KAVACIK,5,2022,1,13.801518438177874,28849,28438,0.9857534056639745
ALIBEYKOY CEP OTOGARI - YENIKAPI,5,2022,1,13.9749430523918,15626,15360,0.9829770894662742
ALIBEYKOY METRO - 5.LEVENT,5,2022,1,12.99090909090909,2621,2595,0.990080122090805
ALIBEYKOY METRO - EDIRNEKAPI METROBUS,5,2022,1,13.856856856856856,77965,76650,0.9831334573205925
ALIBEYKOY METRO - KAZLICESME,5,2022,1,13.201938610662358,27562,27333,0.9916914592554967
ALTUNIZADE-ATASEHIR-USTBOSTANCI,5,2022,1,11.752380952380951,4452,4424,0.9937106918238994
ALTUNIZADE-BIRLIK MAHALLESI,5,2022,1,11.845659163987138,8613,8518,0.9889701613839544
ALTUNIZADE-KAZIM KARABEKIR MAH.,5,2022,1,12.974865350089766,20007,19805,0.9899035337631829
ALTUNIZADE-SULTANBEYLI,5,2022,1,11.974468085106382,980954,956828,0.9754055745733236
ARNAVUTKOY - MECIDIYEKOY,5,2022,1,13.66470092670598,143913,140294,0.9748528624933119
ARNAVUTKOY-EMINONU,5,2022,1,14.02732707087959,318885,304772,0.9557426658513257
ATAKENT MAH. - MECIDIYEKOY,5,2022,1,12.09920634920635,5895,5832,0.9893129770992366
ATAKENT MAHALLESI - YENIBOSNA METRO,5,2022,1,13.830769230769231,35171,34702,0.986665150265844
ATAKENT MAHALLESI- BAKIRKOY,5,2022,1,13.939688715953308,63014,62059,0.9848446376995589
ATAKENT MAHALLESI- TAKSIM,5,2022,1,14.194244604316546,84649,82012,0.968847830452811
ATAKENT MAHALLESI-AKSARAY,5,2022,1,14.391019644527596,80414,78891,0.9810605118511702
ATAKENT-AKSARAY,5,2022,1,13.884550084889645,254841,247393,0.9707739335507238
ATAKOY - TAKSIM,5,2022,1,13.542708333333334,40891,40007,0.9783815509525323
ATAKOY METRO - ACIL DURUM HASTANESI,5,2022,1,13.442959917780062,41141,40528,0.9851000218759874
ATESTUGLA - BAKIRKOY,5,2022,1,14.030664395229984,162862,158856,0.9754024879959721
ATESTUGLA - BEYAZIT,5,2022,1,14.275438596491227,227048,220726,0.9721556675240478
ATESTUGLA - EMINONU,5,2022,1,13.851339671564393,91721,88538,0.9652969330905682
ATESTUGLA - KIRAZLI - BEYAZIT,5,2022,1,12.36923076923077,8442,8358,0.9900497512437811
ATESTUGLA - MECIDIYEKOY,5,2022,1,13.546280991735538,334576,324195,0.9689726698866625
ATESTUGLA DEMIRKAPI MH.- BEYAZIT,5,2022,1,14.116984402079725,229976,221689,0.9639658051274915
ATISALAN KOYICI-EMINONU,5,2022,1,13.386706948640484,7325,7151,0.9762457337883959
AVCILAR -TOPKAPI METROBUSU,5,2022,1,11.5,1402429,1379264,0.9834822297599379
AVCILAR CIHANGIR MAH. - BAKIRKOY,5,2022,1,13.83731513083049,37151,36546,0.9837151086108046
AVCILAR-SOGUTLUCESME,5,2022,1,11.5,112983,109094,0.9655788923997416
AVCILAR-ZINCIRLIKUYU,5,2022,1,11.5,19555233,18805034,0.9616369183634886
AYAZAGA GARAJI-4.LEVENT METRO,5,2022,1,14.371523915461625,18640,18443,0.989431330472103
AYAZAGA KOYU-ISTINYE-SARIYER,5,2022,1,14.063563115487916,266514,261812,0.9823573996112774
AYAZAGA KOYU-KAGITHANE-YENIKAPI,5,2022,1,14.03642671292281,218276,212873,0.9752469350730268
AYAZAGA KOYU-MASLAK,5,2022,1,13.115830115830116,16001,15807,0.9878757577651397
AYAZAGAKOYU - KABATAS,5,2022,1,13.520627062706271,435767,428908,0.9842599370764652
AYAZAGAKOYU-DAVUTPASA-YTU KAMPUSU,5,2022,1,13.64070351758794,333349,328043,0.9840827481108388
AYAZMA SITESI - MAHMUTBEY METRO,5,2022,1,14.547906976744184,56231,55407,0.9853461613700628
AYDINLI BAHCELER - KARTAL,5,2022,1,12.93627450980392,14671,14470,0.9862995024197396
AYDINLI TOKI-KARTAL METRO,5,2022,1,14.023215821152192,354682,346432,0.9767397274177996
BAGCILAR DEV.HST./CINCINDERE CAD.-MECIDIYEKOY,5,2022,1,14.03405572755418,37533,36853,0.9818826099698932
BAHARIYE-OLIMPIYAT,5,2022,2,13.639699749791491,547614,522301,0.9537758348033469
BAHCEKENT-BAHCESEHIR-ISPARTAKULE-HALKALI ISTASYONU,5,2022,1,13.722914669223394,43911,42874,0.9763840495547813
BAHCEKOY-4.LEVENT METRO,5,2022,1,12.912778904665316,18415,18230,0.9899538419766495
BAHCEKOY-HACIOSMAN METRO,5,2022,1,13.973229706390327,147612,145117,0.9830975801425358
BAHCEKOY-SARIYER,5,2022,1,14.639735099337749,17074,16711,0.9787396040763734
BAHCEKOY-TAKSIM,5,2022,1,13.71986417657046,225102,218015,0.9685164947446047
BAHCESEHIR UNIVERSITESI - KEMERBURGAZ,5,2022,1,13.776798825256977,6900,6767,0.9807246376811595
BAHCESEHIRI / ESENKENT - TAKSIM,5,2022,1,12.753086419753089,499742,464396,0.9292715040961136
BAKIRKOY - BEYAZIT,5,2022,1,12.745152354570637,14954,14668,0.980874682359235
BAKIRKOY - ISTANBUL HAVALIMANI,5,2022,1,13.625,571,535,0.9369527145359019
BALABAN KOYU-BAYRAMPASA METRO,5,2022,1,13.26608695652174,11678,11323,0.9696009590683337
BARBAROS-E.KADIKOY,5,2022,3,14.23455684870188,239385,225481,0.9419178311088832
BASAKSEHIR 4 -1. ETAPLAR - TAKSIM,5,2022,1,12.992094861660078,330483,317648,0.9611629039920359
BASAKSEHIR 4-5.ETAPLAR-METROKENT (RING),5,2022,1,8.7,254,250,0.984251968503937
BASAKSEHIR 4.ETAP - BAKIRKOY,5,2022,1,13.303398058252426,531193,518838,0.9767410338615155
BASAKSEHIR 4.ETAP - EMINONU,5,2022,1,14.272887323943662,173594,168265,0.9693019343986543
BASAKSEHIR 4.ETAP-KAYABASI KIPTAS KONUTLARI,5,2022,1,13.84,93929,91508,0.9742252126606267
BASAKSEHIR 4.ETAP-Z.BURNU METRO,5,2022,1,13.711014176663031,38317,37534,0.9795652060443145
BASAKSEHIR METROKENT - BAKIRKOY,5,2022,1,13.476190476190476,345741,337716,0.9767889836611799
BASAKSEHIR METROKENT - SEHIR HASTANESI,5,2022,1,13.37832310838446,64096,63078,0.9841175736395407
BASAKSEHIR METROKENT – EMINONU,5,2022,1,12.166666666666666,16721,16529,0.9885174331678728
BASAKSEHIR METROKENT-EMINONU,5,2022,1,13.651919866444072,334329,321580,0.961866903559069
BASAKSEHIR METROKENT-KARTALTEPE,5,2022,1,13.242038216560507,109404,107946,0.9866732477788747
BASAKSEHIR METROKENT-MECIDIYEKOY,5,2022,1,11.554054054054054,884,874,0.9886877828054299
BASIBUYUK SAGLIK KAMPUSU - KUCUKYALI METRO,5,2022,1,13.315508021390375,69722,69244,0.9931442012564183
BASIBUYUK-SUREYYAPASA HTS.-MALTEPE,5,2022,1,13.948694869486948,141887,139832,0.9855166435261863
BASIN TESISLERI-Y.BOSNA METRO,5,2022,1,13.779731127197518,59283,58115,0.9802978931565541
BASINSITESI - EMINONU,5,2022,1,14.212389380530974,143401,138624,0.9666878194712729
BASINSITESI - TAKSIM,5,2022,1,14.066375545851528,140438,137038,0.975790028339908
BATI ATASEHIR - KOZYATAGI METRO,5,2022,1,13.65024154589372,50646,50011,0.9874619910753071
BATISEHIR-KOCATEPE METRO,5,2022,1,13.400690846286702,14243,13952,0.9795689110440217
BATISEHIR-YENIBOSNA METRO,5,2022,1,12.811650485436893,15109,14961,0.9902045138659077
BEREKET SITESI - DARLIK,5,2022,1,12.74561403508772,5212,5055,0.9698772064466615
BESIKTAS - BELGRAD ORMANI,5,2022,1,14.591836734693878,840,818,0.9738095238095238
BESIKTAS - KURUCESMEUSTU,5,2022,1,13.667423382519864,15080,14617,0.9692970822281167
BESIKTAS - MECIDIYEKOY,5,2022,1,13.723206751054851,531545,516993,0.9726232021747924
BESIKTAS ULUS-ZINCIRLIKUYU-BESIKTAS,5,2022,1,13.359198998748436,40716,40054,0.9837410354651734
BESIKTAS-ADALAR,5,2022,3,12.701680672268909,15362,13374,0.8705897669574274
BESIKTAS-AYAZAGA,5,2022,1,13.802017654476671,14620,14420,0.9863201094391245
BESIKTAS-USKUDAR,5,2022,3,14.083445491251682,26734,23915,0.8945537517767637
BESIKTAS-Z.KUYU-ULUS-BESIKTAS,5,2022,1,13.558455114822548,73098,71580,0.9792333579578101
BEYKOZ-MECIDIYEKOY,5,2022,1,13.855879752431475,218357,214047,0.9802616815581823
BEYKOZ-YENIKOY,5,2022,3,13.978095238095236,38125,36987,0.9701508196721311
BEYLIKDUZU - AVCILAR,5,2022,1,10.702127659574469,1402,1361,0.9707560627674751
BEYLIKDUZU - BAKIRKOY,5,2022,1,13.350498338870432,24505,24115,0.9840848806366048
BEYLIKDUZU - CEVIZLIBAG,5,2022,1,11.527692307692307,9803,9541,0.9732734877078445
BEYLIKDUZU-TAKSIM(CIFT KATLI),5,2022,1,13.54125412541254,69584,64390,0.9253564037709818
BEYOGLU-TAKSIM,5,2022,2,14.073578595317723,24924,19739,0.7919675814476007
BEZIRGANBAHCE TOKI-SEFAKOY METROBUS,5,2022,1,13.695652173913045,13571,13463,0.9920418539532827
BINEVLER - EMINONU,5,2022,1,13.834745762711863,219555,213119,0.9706861606431191
BINEVLER - MASLAK,5,2022,1,14.23834652594547,157672,155292,0.9849053731797656
BINEVLER-YENIKAPI,5,2022,1,12.35632183908046,11495,11312,0.9840800347977382
BINKILIC-CATALCA,5,2022,1,12.54786150712831,23388,22437,0.9593381221139046
BIZIMEVLER-ISPARTAKULE-YENIKAPI,5,2022,1,13.238434163701069,4981,4864,0.9765107408150974
BOGAZ,5,2022,3,13.998050682261209,409446,374931,0.9157031696487449
BOGAZKOY MAH.- AVCILAR METROBUS,5,2022,1,13.907593778591034,291231,285314,0.9796827947574263
BOGAZKOY MH.-BAHCESEHIR-BAKIRKOY,5,2022,1,13.204636290967226,529519,513775,0.9702673558455882
BOGAZKOY-BAHCESEHIR-OLIMPIYATKOY METRO,5,2022,1,13.726027397260276,87863,85853,0.9771234763210908
BOGAZKOY-BAHCESEHIR-TAKSIM,5,2022,1,13.886247877758914,91671,86674,0.9454898495707476
BOGAZKOY-BAHCESEHIR-YENIKAPI,5,2022,1,13.351505288852726,577658,556336,0.9630888865037791
BOSTANCI - S.GOKCEN HAVALIMANI,5,2022,1,13.186708860759492,50581,47389,0.936893299855677
BOSTANCI-ADALAR,5,2022,3,12.154362416107382,46893,42209,0.9001130232657326
BOSTANCI-KARAKOY,5,2022,3,9.610778443113771,3531,3457,0.9790427640894931
BOSTANCI-U.MUMCU MAH,5,2022,1,14.37365010799136,110138,108131,0.9817774065263578
BURHANIYE MAH. - USKUDAR,5,2022,1,13.482142857142858,12163,11922,0.9801858094220176
CAGDASKENT/ SEKERPINAR MAH. - KARTAL,5,2022,1,14.185585585585583,93865,90795,0.9672934533638736
CAGLAYAN - EMINONU,5,2022,1,14.336036036036036,142436,134921,0.9472394619337808
CAGLAYAN-TOPKAPI,5,2022,1,14.260526315789471,149404,144009,0.963889855693288
CAKMAK MAH.-YENIHISAR-KADIKOY,5,2022,1,12.203463203463205,4354,4332,0.9949471750114837
CAMLICA CAMII - BULGURLU METRO - GOZTEPE KOPRUSU,5,2022,1,12.898255813953488,17476,17223,0.9855230029755093
CAMLIK HAM.- PENDIK METRO / PENDIK YHT,5,2022,1,14.262118491921006,91322,89709,0.9823372243271062
CAMLIK-AYRILIKCESME,5,2022,1,13.432814710042432,24078,23860,0.9909460918680953
CARSI-AKCAKOCA-ITFAIYE,5,2022,1,15.389473684210529,4815,4248,0.8822429906542056
CARSI-CAM LIMANI,5,2022,1,14.817567567567568,3451,2708,0.7847000869313242
CARSI-KALPAZANKAYA,5,2022,1,14.76878612716763,10452,8617,0.8244355147340222
CARSI-MADEN-NIZAM,5,2022,1,14.21359223300971,64712,38469,0.5944647051551489
CARSI-NARCICEGI,5,2022,1,14.770833333333334,1108,857,0.7734657039711191
CARSI-TEPEKOY-KADIYORAN,5,2022,1,13.867888138862105,21668,18217,0.8407328779767399
CATALCA-AVCILAR METROBUS,5,2022,1,12.857142857142858,367142,350163,0.9537535885297787
CAVUSPASA-ZEYTINBURNU METRO,5,2022,1,13.846153846153848,101267,99558,0.9831238211855787
CEBECI - TAKSIM,5,2022,1,13.450205761316871,444645,430624,0.9684669792756019
CEBECI MAH-ISTIKLAL MAH-BOGAZKOY,5,2022,1,13.892933618843683,48197,46827,0.9715749942942506
CEBECI MAHALLESI - EMINONU,5,2022,1,13.70854271356784,271041,260013,0.9593124287469423
CEBECI MAHALLESI - VEZNECILER,5,2022,1,14.007820136852397,42323,40769,0.9632823760130426
CEBECI MAHALLESI - Y.BOSNA METRO,5,2022,1,14.085653104925054,32617,31762,0.9737866756599319
CEBECI MAHALLESI-BOGAZKOY-ENSAR MAHALLESI,5,2022,1,13.842364532019705,21069,20420,0.9691964497603114
CEBECI MAHALLESI-BOLLUCA-ENSAR MAHALLESI,5,2022,1,14.072386058981234,92909,89990,0.9685821610392965
CEBECI MAHALLESI-MECIDIYEKOY,5,2022,1,14.153414405986904,34084,33115,0.9715702382349489
CEBECI MAHALLESI-TASOLUK-HARACCI,5,2022,1,13.86977186311787,61809,59993,0.9706191654936983
CEBECI PERONLAR - SISLI,5,2022,1,13.704697986577182,178085,173509,0.9743044051997641
CEBECI-ZINCIRLIKUYU,5,2022,1,14.201335877862595,52640,51839,0.9847834346504559
CEBECI_YENIKAPI,5,2022,1,13.006976744186046,10114,9946,0.9833893612813921
CEBECL PERONLAR-FENERTEPE-OLIMPIYATKOY METRO,5,2022,1,14.109657947686117,43635,42496,0.9738971009510714
CEKMEKOY - MECIDIYEKOY,5,2022,1,13.208,14176,14083,0.9934396162528216
CEKMEKOY-ALEMDAR NISANTEPE,5,2022,1,13.550976138828634,22326,22125,0.9909970438054286
CEKMEKOY-YAMANEVLER METRO,5,2022,1,13.466101694915254,14876,14583,0.9803038451196558
CEKMEKOY/SAMANDIRA-KARTAL,5,2022,1,14.121184919210052,170645,168141,0.9853262621231211
CEVATPASA - BEYAZIT,5,2022,1,13.768129770992369,67819,66267,0.9771155575871069
CEVATPASA - TAKSIM,5,2022,1,14.214788732394366,89692,86849,0.9683026356865718
CEVATPASA MAHALLESI - MECIDIYEKOY,5,2022,1,14.060869565217391,57693,56629,0.9815575546426776
CEVATPASA-EMINONU,5,2022,1,14.167597765363128,84298,81132,0.9624427625803696
CEVIZLIBAG - ISTANBUL HAVALIMANI,5,2022,1,13.053941908713693,3267,3183,0.9742883379247016
CEVIZLIBAG - SOGUTLUCESME ,5,2022,1,11.5,4292214,4166511,0.9707137155789529
CEVIZLIBAG-4.LEVENT,5,2022,1,13.567590260285474,115353,113481,0.9837715534056332
CEZAEVI-OTOGAR,5,2022,1,12.623505976095618,24610,23006,0.9348232425843154
CIBALI - EMINONU,5,2022,1,13.652173913043478,16162,15119,0.9354659076846925
CIFTLIKKOY-CATALCA,5,2022,1,13.032755298651251,26083,24974,0.9574818847525208
CIHANGIR MAH. - AVCILAR - OTOGAR,5,2022,1,13.668609492089924,588041,570942,0.9709220955681661
CIKSALIN - EMINONU,5,2022,1,13.984862819299906,63404,61290,0.9666582549996846
CIKSALIN-TAKSIM,5,2022,1,14.023041474654375,114598,111851,0.9760292500741723
CIRCIR METRO - 4.LEVENT METRO,5,2022,1,14.012889366272825,24510,24259,0.9897592819257446
CIRCIR METRO/IMAR - SISLI,5,2022,1,13.989807474518686,18296,17989,0.9832203760384783
CIRCIR METRO/IMAR - VEZNECILER,5,2022,1,13.945023696682464,71034,69492,0.9782920854801925
CIRCIR METRO/YILDIZTABYA - EMINONU,5,2022,1,13.69521410579345,347305,337196,0.9708930191042455
CIRCIR METRO/YILDIZTABYA - MECIDIYEKOY,5,2022,1,14.223948811700184,97253,95330,0.9802268310489136
CIRCIR METRO/YILDIZTABYA - TAKSIM,5,2022,1,14.239473684210529,15524,15352,0.9889203813450141
CIRCIR METRO/YILDIZTABYA - VEZNECILER,5,2022,1,13.794392523364486,268569,262045,0.975708290979227
CUBUKLU-ISTINYE,5,2022,3,13.33257403189066,27524,26773,0.9727147216974277
CUMH.MAH-KUCUK CAMLICA - USKUDAR,5,2022,1,13.920362903225806,124680,122639,0.9836300930381777
CUMHURIYET MAHALLESI-MECIDIYEKOY,5,2022,1,14.195707070707073,51554,51162,0.9923963223028281
CUMHURIYETKOY / HUSEYINLI - CEKMEKOY,5,2022,1,13.966706302021404,25268,24836,0.9829032768719329
DEGIRMENDERE-KAVACIK,5,2022,1,13.972922502334267,104865,103073,0.982911362227626
DELIKKAYA-OMERLI KIPTAS-BEYLIKDUZU,5,2022,1,13.050420168067228,9143,8966,0.980640927485508
DELIKLI KAYA - ARNAVUTKOY,5,2022,1,13.303296703296704,39652,38428,0.969131443558963
DELIKLIKAYA-BAHCESEHIR-MAHMUTBEY METRO,5,2022,1,13.753768844221106,35555,34643,0.9743495992124876
DEMOKRASI CAD-YAMANEVLER METRO,5,2022,1,13.579295154185022,13817,13671,0.989433306795976
DENIZ HARP OKULU - SABIHA GOKCEN HAVALIMANI,5,2022,1,13.503121098626716,20316,19896,0.9793266391021854
DENIZ HARP OKULU-MALTEPE PERONLAR,5,2022,1,13.734840698869476,44722,43683,0.9767675864227897
DERBENT MAHALLESI- BESIKTAS,5,2022,1,12.027522935779816,5031,4961,0.9860862651560326
DIKILITAS-EMINONU,5,2022,1,13.897694524495677,9556,9265,0.9695479280033487
DRAMAN - BEYAZIT,5,2022,1,13.493055555555555,27710,26451,0.9545651389390112
DRAMAN - EMINONU,5,2022,1,13.615148413510749,104034,98628,0.9480362189284273
